customer_id,payment_month,payment_method_id,total_transactions,total_volume
3791899,2020-03-01,3,19,466.17
3956719,2020-03-01,3,9,131.5
3886069,2020-03-01,3,13,882.07
3893199,2020-03-01,3,7,175
3793009,2020-03-01,3,3,7685.2
3953609,2020-03-01,3,108,18600
3802569,2020-03-01,3,30,473.7
3787809,2020-03-01,3,9,349.85
3879909,2020-03-01,3,2,0.02
3823239,2020-03-01,3,35,25416.96
3836149,2020-03-01,3,44,1495
4010009,2020-03-01,3,3,52.83
4089849,2020-03-01,3,8,168.2
3352789,2020-03-01,3,2,134.82
3408799,2020-03-01,3,14,1302.49
3134619,2020-03-01,3,13,375.99
2721526,2020-03-01,3,3,188
4025159,2020-03-01,3,15,107.15
3827689,2020-03-01,3,50,6800.2
4074389,2020-03-01,3,2,1.5
4042199,2020-03-01,3,25,361.05
3799539,2020-03-01,3,4,1201.9
3994879,2020-03-01,3,11,616.41
3906909,2020-03-01,3,16,761.1
3881609,2020-03-01,3,5,28.85
4108249,2020-03-01,3,3,108.14
3766599,2020-03-01,3,7,140
3044269,2020-03-01,3,37,17376.97
3961309,2020-03-01,3,6,842
3564409,2020-03-01,3,21,1211.25
3807129,2020-03-01,3,8,101.04
3996039,2020-03-01,3,16,16712.52
3733369,2020-03-01,3,11,1387
3827009,2020-03-01,3,3,170.61
3971029,2020-03-01,3,20,3976.36
3820229,2020-03-01,3,6,172.5
4032849,2020-03-01,3,44,6212.8
4051119,2020-03-01,3,3,74.85
4098449,2020-03-01,3,8,1420
3843999,2020-03-01,3,19,190
3943669,2020-03-01,3,107,44783.3
3877139,2020-03-01,3,9,1065
3926329,2020-03-01,3,5,213
3813179,2020-03-01,3,16,785
3969259,2020-03-01,3,8,1843.99
3897399,2020-03-01,3,37,238
3915499,2020-03-01,3,18,578.13
3882169,2020-03-01,3,8,8
3994889,2020-03-01,3,14,368.91
3869269,2020-03-01,3,2,9.98
4015479,2020-03-01,3,13,1203.15
3902599,2020-03-01,3,29,2550
3900879,2020-03-01,3,17,2406.35
3949919,2020-03-01,3,13,130
3798069,2020-03-01,3,6,3453.71
3813219,2020-03-01,3,7,85.4
3718169,2020-03-01,3,3,1484.96
3865999,2020-03-01,3,20,1599.17
3936859,2020-03-01,3,2,3
3744129,2020-03-01,3,12,355.68
3898339,2020-03-01,3,5,1771.99
3897449,2020-03-01,3,23,1233.4
3648709,2020-03-01,3,12,546.1
3469219,2020-03-01,3,4,1360
3830589,2020-03-01,3,3,251.68
3936329,2020-03-01,3,13,1380.46
3743019,2020-03-01,3,14,2765
3833149,2020-03-01,3,8,126.2
3760369,2020-03-01,3,19,5375
4025889,2020-03-01,3,4,48.8
4051829,2020-03-01,3,11,750.21
3821849,2020-03-01,3,19,564.3
3625039,2020-03-01,3,37,1228.84
3690189,2020-03-01,3,2,326
3566079,2020-03-01,3,5,172.76
3858669,2020-03-01,3,4,5299.11
3283709,2020-03-01,3,3,170.43
3993869,2020-03-01,3,74,3720.65
3627719,2020-03-01,3,5,333.61
2732576,2020-03-01,3,9,580.4
4072029,2020-03-01,3,86,9102
3716529,2020-03-01,3,34,420
3846099,2020-03-01,3,17,848
3995129,2020-03-01,3,23,3318.27
3974569,2020-03-01,3,102,4267.21
3615829,2020-03-01,3,20,364
3909209,2020-03-01,3,118,6852.1
3926099,2020-03-01,3,87,807.25
4049469,2020-03-01,3,15,528.91
3976139,2020-03-01,3,12,1190.85
4042639,2020-03-01,3,14,271.92
4020929,2020-03-01,3,34,1133.1
3910849,2020-03-01,3,59,1475
3995769,2020-03-01,3,105,9239.5
3907059,2020-03-01,3,54,2579.04
3883089,2020-03-01,3,27,651.08
3887069,2020-03-01,3,18,2203.24
3872929,2020-03-01,3,22,5935.5
4032889,2020-03-01,3,2,2.5
875042,2020-03-01,3,1,35
3211219,2020-03-01,3,1,132.58
2822346,2020-03-01,3,1,45
2603236,2020-03-01,3,1,28.95
2952346,2020-03-01,3,4,1075
3195939,2020-03-01,3,13,687.37
3232189,2020-03-01,3,5,529.41
2974146,2020-03-01,3,1,726
2406606,2020-03-01,3,8,189.6
3110729,2020-03-01,3,2,154.74
2813306,2020-03-01,3,3,607.42
2162396,2020-03-01,3,1,1
1935346,2020-03-01,3,5,150
370580,2020-03-01,3,2,299
549682,2020-03-01,3,2,27.04
2847266,2020-03-01,3,3,65.27
2512006,2020-03-01,3,4,109.75
3152229,2020-03-01,3,2,63.25
2976626,2020-03-01,3,2,859.83
3027316,2020-03-01,3,2,1170.31
1095976,2020-03-01,3,10,118
3159659,2020-03-01,3,3,1276.5
2957266,2020-03-01,3,1,250.17
3100159,2020-03-01,3,7,2180
2249366,2020-03-01,3,6,418.5
2534696,2020-03-01,3,2,70
3040239,2020-03-01,3,9,863
2108806,2020-03-01,3,110,6295
2508086,2020-03-01,3,7,240.98
2882106,2020-03-01,3,12,2243.75
2785536,2020-03-01,3,2,147.9
3245919,2020-03-01,3,6,1156.4
1709816,2020-03-01,3,1,0.1
2169326,2020-03-01,3,1,155.95
2763006,2020-03-01,3,2,55
2021066,2020-03-01,3,16,915.35
3034536,2020-03-01,3,1,31.99
2903446,2020-03-01,3,1,11.7
862852,2020-03-01,3,1,4.81
1911876,2020-03-01,3,1,30.95
3000636,2020-03-01,3,2,466.13
1074736,2020-03-01,3,14,1691
3073039,2020-03-01,3,3,741
177056,2020-03-01,3,2,19.01
766092,2020-03-01,3,1,0.01
3010956,2020-03-01,3,5,1222.2
3024036,2020-03-01,3,2,118.5
3073569,2020-03-01,3,2,88
821072,2020-03-01,3,7,1153.78
1959786,2020-03-01,3,3,514.25
3135699,2020-03-01,3,1,65.45
3730179,2020-03-01,3,5,115.48
3844719,2020-03-01,3,57,8617.6
3936269,2020-03-01,3,3,56.65
3345249,2020-03-01,3,6,685
3704839,2020-03-01,3,17,3952.5
3669319,2020-03-01,3,1,66.19
3661189,2020-03-01,3,2,106.5
4102719,2020-03-01,3,2,59.99
3911049,2020-03-01,3,3,97.37
3508829,2020-03-01,3,1,38.75
3640489,2020-03-01,3,3,575
3919669,2020-03-01,3,1,650
3624519,2020-03-01,3,13,1170
3783139,2020-03-01,3,8,350
3928179,2020-03-01,3,3,58.25
3933089,2020-03-01,3,14,1770.02
3422199,2020-03-01,3,1,248
3640709,2020-03-01,3,10,1359.87
4012149,2020-03-01,3,2,568.71
3376299,2020-03-01,3,5,315
3978779,2020-03-01,3,55,180.06
4036729,2020-03-01,3,2,72.75
3857499,2020-03-01,3,15,1394.45
3944869,2020-03-01,3,3,61.1
3637629,2020-03-01,3,8,0.08
3238769,2020-03-01,3,1,22.9
3923939,2020-03-01,3,2,159.9
1866776,2020-03-01,3,9,183.46
3652219,2020-03-01,3,4,152.5
4030439,2020-03-01,3,2,53.3
3803949,2020-03-01,3,9,1145.55
4052619,2020-03-01,3,2,58
3528629,2020-03-01,3,12,535.48
3808489,2020-03-01,3,5,377.45
3773979,2020-03-01,3,6,34.35
3963519,2020-03-01,3,16,1372.95
3973829,2020-03-01,3,7,169.4
3734769,2020-03-01,3,3,210
3897289,2020-03-01,3,3,305.76
3925089,2020-03-01,3,5,143.67
4033469,2020-03-01,3,4,257
3830869,2020-03-01,3,10,294.77
3902409,2020-03-01,3,1,75
3946509,2020-03-01,3,5,289.91
4058089,2020-03-01,3,21,3897.5
3968779,2020-03-01,3,4,330
4010199,2020-03-01,3,17,58237.12
4095099,2020-03-01,3,1,0.5
3990849,2020-03-01,3,11,119.4
3858839,2020-03-01,3,2,235.96
3463149,2020-03-01,3,1,982
3819489,2020-03-01,3,20,535
3815009,2020-03-01,3,79,1775.08
3884539,2020-03-01,3,1,15
3983889,2020-03-01,3,1,1
4007169,2020-03-01,3,3,33.95
3719769,2020-03-01,3,8,442.5
3988079,2020-03-01,3,15,541.16
4086009,2020-03-01,3,6,173.39
3899089,2020-03-01,3,1,17.5
3839719,2020-03-01,3,1,189
4053679,2020-03-01,3,3,18
3967599,2020-03-01,3,18,114.91
3932709,2020-03-01,3,33,1089
3808439,2020-03-01,3,19,2402
4018169,2020-03-01,3,7,52.89
3991839,2020-03-01,3,50,924.67
3336639,2020-03-01,3,4,2082.5
3879679,2020-03-01,3,12,413.28
3831839,2020-03-01,3,13,1150
3983329,2020-03-01,3,1,44.62
3976659,2020-03-01,3,30,18453.37
3932559,2020-03-01,3,3,216.25
3944389,2020-03-01,3,21,7315
4073339,2020-03-01,3,5,270
4023749,2020-03-01,3,4,452.2
4061829,2020-03-01,3,2,1259.45
3829579,2020-03-01,3,9,1413.75
4037499,2020-03-01,3,1,50
3971859,2020-03-01,3,3,235
3857049,2020-03-01,3,6,159.05
3490909,2020-03-01,3,2,55
3871879,2020-03-01,3,3,753.32
4054699,2020-03-01,3,5,40.75
3887939,2020-03-01,3,5,191.99
4000609,2020-03-01,3,3,843.6
3763019,2020-03-01,3,1,90
3775539,2020-03-01,3,4,292.5
3826369,2020-03-01,3,8,200
3954059,2020-03-01,3,6,40.65
3876209,2020-03-01,3,7,200
3814409,2020-03-01,3,2,309.84
4076309,2020-03-01,3,1,5
3287389,2020-03-01,3,1,52.59
3823699,2020-03-01,3,15,626.3
3699249,2020-03-01,3,6,270
4007639,2020-03-01,3,1,1
4018679,2020-03-01,3,9,469.08
3976839,2020-03-01,3,1,255
4047949,2020-03-01,3,1,769.63
3912139,2020-03-01,3,1,45.4
3663949,2020-03-01,3,3,97.5
3731019,2020-03-01,3,11,3386.1
3761539,2020-03-01,3,4,43.36
3870329,2020-03-01,3,4,90
3797249,2020-03-01,3,1,89.1
3871789,2020-03-01,3,11,390.86
3441769,2020-03-01,3,1,25
3949899,2020-03-01,3,6,285
3842979,2020-03-01,3,5,157.8
3274169,2020-03-01,3,1,260
3799849,2020-03-01,3,1,2510.75
3646649,2020-03-01,3,7,2321.35
3871319,2020-03-01,3,8,563.55
3804279,2020-03-01,3,9,1451.6
851632,2020-03-01,3,4,806.86
3848179,2020-03-01,3,1,15
3651669,2020-03-01,3,1,120
3670289,2020-03-01,3,33,735.22
3648229,2020-03-01,3,2,75.75
3791379,2020-03-01,3,1,147.71
4021539,2020-03-01,3,3,168.78
3836279,2020-03-01,3,10,5876.54
3833739,2020-03-01,3,23,3080
3785789,2020-03-01,3,4,2726.94
3880409,2020-03-01,3,11,332.25
3257769,2020-03-01,3,4,262.77
3806929,2020-03-01,3,7,500.34
3238729,2020-03-01,3,22,1059.5
3858579,2020-03-01,3,10,2868.71
3873609,2020-03-01,3,3,970
3933509,2020-03-01,3,1,135
3694399,2020-03-01,3,10,1458.75
3495879,2020-03-01,3,2,32.85
4004709,2020-03-01,3,3,77
3799099,2020-03-01,3,3,92.4
3988869,2020-03-01,3,2,29.9
3766109,2020-03-01,3,1,100
3872379,2020-03-01,3,2,70
3802829,2020-03-01,3,11,1551.4
3907539,2020-03-01,3,6,125.16
4034669,2020-03-01,3,1,8.9
3985829,2020-03-01,3,1,19.9
3823209,2020-03-01,3,60,1897.2
3380109,2020-03-01,3,7,228.59
3785729,2020-03-01,3,10,2625.32
3693149,2020-03-01,3,5,287.65
3757959,2020-03-01,3,2,135.8
3895269,2020-03-01,3,4,60.5
3650689,2020-03-01,3,3,100.91
3867469,2020-03-01,3,4,27.52
3898139,2020-03-01,3,16,702.16
3330139,2020-03-01,3,2,95.2
3923559,2020-03-01,3,13,1879.51
3900759,2020-03-01,3,3,2004.37
3784509,2020-03-01,3,2,274.18
3921009,2020-03-01,3,1,275
3343119,2020-03-01,3,1,8.38
3844159,2020-03-01,3,6,359.6
3897799,2020-03-01,3,6,1857.87
3839209,2020-03-01,3,2,72.8
3401929,2020-03-01,3,2,126
3170119,2020-03-01,3,3,501.75
4057289,2020-03-01,3,1,2
4054979,2020-03-01,3,1,2
3854049,2020-03-01,3,27,2520
3905579,2020-03-01,3,2,350
3718719,2020-03-01,3,6,233.86
3292909,2020-03-01,3,1,78
3798799,2020-03-01,3,2,518
3854669,2020-03-01,3,1,14.95
3998259,2020-03-01,3,10,1262.75
3627279,2020-03-01,3,1,13.45
3846939,2020-03-01,3,7,92.22
4083939,2020-03-01,3,2,1008.5
3887229,2020-03-01,3,4,99.16
3635739,2020-03-01,3,5,481
3910229,2020-03-01,3,3,1189.48
3762069,2020-03-01,3,1,8.5
3778289,2020-03-01,3,11,125
3901379,2020-03-01,3,4,171.35
3592449,2020-03-01,3,13,3020
2835736,2020-03-01,3,11,129.02
4054079,2020-03-01,3,1,105
4068089,2020-03-01,3,5,1546.5
3745169,2020-03-01,3,6,960
3901189,2020-03-01,3,1,2.5
3791739,2020-03-01,3,14,4922.25
3873659,2020-03-01,3,14,130
3990129,2020-03-01,3,2,448.5
4015119,2020-03-01,3,4,535
3773719,2020-03-01,3,3,196.1
3983799,2020-03-01,3,15,1409.34
3690699,2020-03-01,3,11,37
3975919,2020-03-01,3,6,122
3677579,2020-03-01,3,5,405.35
3885749,2020-03-01,3,3,239.5
4002479,2020-03-01,3,24,925.96
4031459,2020-03-01,3,5,1462.15
3430269,2020-03-01,3,2,43.9
4018389,2020-03-01,3,3,89.3
4054499,2020-03-01,3,14,5025
4064649,2020-03-01,3,4,3411.1
3984309,2020-03-01,3,11,589.6
3792469,2020-03-01,3,16,546.95
3907499,2020-03-01,3,1,40.25
4010919,2020-03-01,3,1,0.01
4033819,2020-03-01,3,10,313.09
3359839,2020-03-01,3,3,979.92
3839979,2020-03-01,3,11,488.44
4027349,2020-03-01,3,7,1104
3968599,2020-03-01,3,1,10
3797199,2020-03-01,3,2,15.01
3812549,2020-03-01,3,19,466.4
3835029,2020-03-01,3,1,64.99
4033159,2020-03-01,3,3,509.85
3846959,2020-03-01,3,4,133.95
3799019,2020-03-01,3,12,1252.25
3809659,2020-03-01,3,3,7111.1
3956919,2020-03-01,3,2,85.26
4039569,2020-03-01,3,13,465.6
3938929,2020-03-01,3,6,318.15
3977219,2020-03-01,3,5,550
3885289,2020-03-01,3,4,442.78
3904779,2020-03-01,3,28,1133.4
3625879,2020-03-01,3,4,223.95
3743649,2020-03-01,3,7,233.54
3829389,2020-03-01,3,14,770.34
3641969,2020-03-01,3,8,316.75
3717569,2020-03-01,3,23,1338.91
3876789,2020-03-01,3,32,7395.03
3887859,2020-03-01,3,35,1061.59
3938369,2020-03-01,3,1,9.99
3909529,2020-03-01,3,1,530.54
1901106,2020-03-01,3,1,13.45
3900499,2020-03-01,3,1,31.85
3337019,2020-03-01,3,1,20.2
4055689,2020-03-01,3,3,329
3287719,2020-03-01,3,1,4
4044839,2020-03-01,3,4,1544.9
3262389,2020-03-01,3,4,189
3979469,2020-03-01,3,10,527.5
3798979,2020-03-01,3,3,281.22
3921249,2020-03-01,3,13,324.87
3956259,2020-03-01,3,31,1065
3866899,2020-03-01,3,1,2201.9
3723089,2020-03-01,3,10,147.6
3813099,2020-03-01,3,1,133.1
3781359,2020-03-01,3,11,110
3954609,2020-03-01,3,16,211.33
3868199,2020-03-01,3,3,480.98
3971479,2020-03-01,3,3,277
3851799,2020-03-01,3,10,1299.5
3132849,2020-03-01,3,2,95.3
3668879,2020-03-01,3,1,10.74
4015169,2020-03-01,3,7,336.3
3931379,2020-03-01,3,1,13.95
4023199,2020-03-01,3,1,16.11
4050039,2020-03-01,3,13,2721.85
3373399,2020-03-01,3,3,367.07
4060189,2020-03-01,3,1,0.01
3696969,2020-03-01,3,4,578.92
3803929,2020-03-01,3,2,877.25
3370619,2020-03-01,3,1,9.95
3903249,2020-03-01,3,16,1304
3857769,2020-03-01,3,3,207.97
3580199,2020-03-01,3,5,140.75
3813299,2020-03-01,3,28,877.03
3743559,2020-03-01,3,7,164.9
3922709,2020-03-01,3,1,24.46
3927479,2020-03-01,3,2,118.04
3635539,2020-03-01,3,5,146.7
3894919,2020-03-01,3,13,103.35
3800929,2020-03-01,3,3,44.97
3469939,2020-03-01,3,1,40.2
3774699,2020-03-01,3,1,17.9
3893359,2020-03-01,3,12,538.17
3786299,2020-03-01,3,8,262.4
3898279,2020-03-01,3,7,999.76
3979799,2020-03-01,3,11,229
4085499,2020-03-01,3,8,85
3958799,2020-03-01,3,3,360.59
3805379,2020-03-01,3,14,1442.13
3533109,2020-03-01,3,5,258
4044889,2020-03-01,3,1,119
3745679,2020-03-01,3,2,32
3898529,2020-03-01,3,2,29
3539419,2020-03-01,3,11,6371.26
4061839,2020-03-01,3,1,10.9
3682889,2020-03-01,3,3,5591.71
3632629,2020-03-01,3,2,0.71
3900129,2020-03-01,3,3,958.6
3749059,2020-03-01,3,1,183.95
3961019,2020-03-01,3,5,146.2
3885649,2020-03-01,3,6,70
3987759,2020-03-01,3,2,47.9
3726519,2020-03-01,3,16,195
3807539,2020-03-01,3,6,707.54
3865099,2020-03-01,3,1,86.95
3984039,2020-03-01,3,1,219
3732959,2020-03-01,3,6,299.7
4088369,2020-03-01,3,2,20
3804999,2020-03-01,3,3,132.2
3496539,2020-03-01,3,8,180
3842539,2020-03-01,3,22,810
3576949,2020-03-01,3,1,3430
3936409,2020-03-01,3,9,804.5
3416519,2020-03-01,3,1,19.96
3822599,2020-03-01,3,3,120
3730189,2020-03-01,3,2,76.16
4051449,2020-03-01,3,1,79
3978239,2020-03-01,3,11,240.75
3666389,2020-03-01,3,1,18
3844419,2020-03-01,3,16,11470
3746339,2020-03-01,3,7,5844.42
3760909,2020-03-01,3,4,113.6
3983979,2020-03-01,3,15,1090
3268199,2020-03-01,3,4,185.69
4004339,2020-03-01,3,20,599.25
3821269,2020-03-01,3,78,14687.06
3743379,2020-03-01,3,7,185.17
3979669,2020-03-01,3,4,260.65
3853759,2020-03-01,3,2,9.96
3920249,2020-03-01,3,2,35
3595799,2020-03-01,3,1,26.23
4051969,2020-03-01,3,4,617.1
3290339,2020-03-01,3,2,40
3372189,2020-03-01,3,19,813.14
3789779,2020-03-01,3,5,1023.59
3906629,2020-03-01,3,1,14.45
3910429,2020-03-01,3,1,17.63
3943249,2020-03-01,3,3,65.8
4113939,2020-03-01,3,1,1
3623779,2020-03-01,3,1,6.99
3359659,2020-03-01,3,1,76
3854599,2020-03-01,3,5,524.5
3695379,2020-03-01,3,5,201.18
3652299,2020-03-01,3,7,125.15
4075879,2020-03-01,3,2,83.86
2965276,2020-03-01,3,1,17
4074419,2020-03-01,3,1,8.9
4022539,2020-03-01,3,4,317.3
4008569,2020-03-01,3,5,175
3797599,2020-03-01,3,1,155
3827339,2020-03-01,3,16,3289.31
3792959,2020-03-01,3,4,1041.28
3981029,2020-03-01,3,4,549.1
3932879,2020-03-01,3,1,20
3909589,2020-03-01,3,4,430.55
3842729,2020-03-01,3,35,628.25
3979209,2020-03-01,3,1,365.71
3744489,2020-03-01,3,3,850
3913699,2020-03-01,3,1,16.66
4055819,2020-03-01,3,6,295
4093449,2020-03-01,3,4,31.63
3969849,2020-03-01,3,3,66
3679059,2020-03-01,3,6,210
3292509,2020-03-01,3,56,1560
3791549,2020-03-01,3,16,4460.18
3997759,2020-03-01,3,10,379.92
3869899,2020-03-01,3,12,324.88
4015769,2020-03-01,3,7,985
3882349,2020-03-01,3,6,591.99
3781329,2020-03-01,3,10,1565
4094189,2020-03-01,3,4,103.49
3828049,2020-03-01,3,23,419.5
3878989,2020-03-01,3,23,1147.5
3823369,2020-03-01,3,10,501.01
4058419,2020-03-01,3,9,573.55
4081709,2020-03-01,3,72,7237.91
3207719,2020-03-01,3,2,23.81
3885139,2020-03-01,3,6,1807.76
4022559,2020-03-01,3,9,865.88
3968879,2020-03-01,3,19,389.92
4032239,2020-03-01,3,38,1685
4096559,2020-03-01,3,50,11173.62
4102429,2020-03-01,3,20,5311.9
3773199,2020-03-01,3,9,45944
3817519,2020-03-01,17,7,3309.35
3543379,2020-03-01,17,5,294.65
3356379,2020-03-01,17,2,105.97
3855669,2020-03-01,17,64,5136
3805309,2020-03-01,17,102,2550
3195189,2020-03-01,17,28,2401
3137459,2020-03-01,17,9,2873.97
3873279,2020-03-01,17,11,222.5
3998179,2020-03-01,17,10,324.98
3758039,2020-03-01,17,11,720
3987469,2020-03-01,17,3,470
3906579,2020-03-01,17,4,119.95
4021909,2020-03-01,17,6,307
3864549,2020-03-01,17,17,600.67
4063519,2020-03-01,17,2,720
3711959,2020-03-01,17,3,25
3441909,2020-03-01,17,9,329.92
3844399,2020-03-01,17,13,3144.1
3180679,2020-03-01,17,5,485.44
3105109,2020-03-01,17,4,888
3162749,2020-03-01,17,1,22.69
2463946,2020-03-01,17,5,174.75
2910156,2020-03-01,17,1,9.46
3225959,2020-03-01,17,1,762.3
2694636,2020-03-01,17,3,62.85
439330,2020-03-01,17,3,75
3617509,2020-03-01,17,11,1190
3812409,2020-03-01,17,6,549.34
3992489,2020-03-01,17,7,729.5
3251309,2020-03-01,17,2,83.15
3801629,2020-03-01,17,1,37.35
3730819,2020-03-01,17,2,1643.75
3923529,2020-03-01,17,3,292.99
3949509,2020-03-01,17,1,66
3730869,2020-03-01,17,15,118.1
3852589,2020-03-01,17,2,320
3923049,2020-03-01,17,2,106.14
4053349,2020-03-01,17,3,383.44
3950899,2020-03-01,17,6,1315.98
3976659,2020-03-01,17,2,4.84
3799909,2020-03-01,17,1,80
3963059,2020-03-01,17,4,652.5
3868629,2020-03-01,17,1,19.85
3932189,2020-03-01,17,2,60.35
3705399,2020-03-01,17,1,108.45
3934139,2020-03-01,17,4,107.33
3887859,2020-03-01,17,2,31.55
4057929,2020-03-01,17,12,355.38
3576319,2020-03-01,17,4,534.89
3822929,2020-03-01,17,3,351.02
3696169,2020-03-01,17,2,240
3570999,2020-03-01,17,2,681.1
3430269,2020-03-01,17,13,285.35
3450329,2020-03-01,17,1,199
3854689,2020-03-01,17,6,406.2
3662719,2020-03-01,17,5,439.71
3663849,2020-03-01,17,1,244.72
3848199,2020-03-01,17,11,792.05
3926099,2020-03-01,17,2,12
3792159,2020-03-01,17,2,1198
3771199,2020-03-01,17,12,1064
3658899,2020-03-01,17,1,20
3773569,2020-03-01,17,2,2928.7
3972299,2020-03-01,17,1,55.64
3944059,2020-03-01,17,1,23.99
3721079,2020-03-01,17,18,5480
3746739,2020-03-01,17,2,517
3996149,2020-03-01,17,1,20
3795659,2020-03-01,17,4,98.45
3879439,2020-03-01,17,1,97.5
3349909,2020-03-01,17,5,212.91
3773669,2020-03-01,17,3,216.65
3928719,2020-03-01,17,1,5
3830029,2020-03-01,17,2,395
3593949,2020-03-01,17,2,627.99
4106999,2020-03-01,17,1,31.1
3470409,2020-03-01,17,1,10.58
4032559,2020-03-01,17,2,171.19
3867779,2020-03-01,17,2,205
3782399,2020-03-01,17,1,179
3901619,2020-03-01,17,1,51.95
3637889,2020-03-01,17,4,63.5
3465749,2020-03-01,17,5,59.05
4020929,2020-03-01,17,3,124.6
3952659,2020-03-01,17,1,99.95
3933509,2020-03-01,17,5,250
3929789,2020-03-01,17,1,210
3751119,2020-03-01,17,10,2423.51
3795259,2020-03-01,11,3,487.23
3543379,2020-03-01,11,1,164.1
3747499,2020-03-01,11,1,240.79
4033469,2020-03-01,11,24,1978.95
3906119,2020-03-01,11,10,2812.53
3873609,2020-03-01,11,14,1660
3978699,2020-03-01,11,2,62.07
3422229,2020-03-01,11,2,67.45
2798606,2020-03-01,11,16,427
3761389,2020-03-01,11,3,210
3838839,2020-03-01,11,2,59.9
3253119,2020-03-01,11,1,120
3776689,2020-03-01,11,2,212.45
3919749,2020-03-01,11,6,1807.46
3752049,2020-03-01,11,9,7013.6
3875119,2020-03-01,11,2,1931.34
3942289,2020-03-01,11,5,331.22
3734679,2020-03-01,11,1,50
3719839,2020-03-01,11,1,130
3721079,2020-03-01,11,15,8495
3906429,2020-03-01,11,3,980
3844529,2020-03-01,11,2,2680.15
3526219,2020-03-01,11,3,316.95
3522789,2020-03-01,11,1,23.9
2840776,2020-03-01,11,3,1142.91
4035909,2020-03-01,11,9,1759.64
3956099,2020-03-01,11,18,1898.99
3705299,2020-03-01,11,2,47.73
4039449,2020-03-01,11,1,65.42
3707879,2020-03-01,11,3,180.62
3749319,2020-03-01,11,4,90
3878179,2020-03-01,11,1,26.8
3600999,2020-03-01,11,15,2555
4005629,2020-03-01,11,8,531.82
3393629,2020-03-01,11,1,63.6
2864256,2020-03-01,11,8,1430
4096559,2020-03-01,11,7,1906.34
3716769,2020-03-01,11,3,110.78
4023669,2020-03-01,11,1,1439.97
3894589,2020-03-01,11,2,110
3813999,2020-03-01,11,1,20.65
4022839,2020-03-01,11,1,138.62
3695949,2020-03-01,11,4,113.53
3650309,2020-03-01,11,7,3051.37
3871119,2020-03-01,11,19,223.78
4023019,2020-03-01,11,14,1371.04
3580589,2020-03-01,11,4,420
3351079,2020-03-01,11,4,431.55
3957329,2020-03-01,11,2,33.5
3976449,2020-03-01,11,6,1851.33
3586249,2020-03-01,11,8,777.5
3097429,2020-03-01,11,1,137
3754129,2020-03-01,11,1,299
3779819,2020-03-01,11,5,525.29
3884579,2020-03-01,11,1,17.25
3894749,2020-03-01,11,2,200
3651669,2020-03-01,11,3,405
3793189,2020-03-01,11,15,334.5
3791379,2020-03-01,11,4,1135.3
3818729,2020-03-01,11,5,544.25
4048599,2020-03-01,11,6,195.39
3839979,2020-03-01,11,5,221.78
3562739,2020-03-01,11,2,3559.4
3887069,2020-03-01,11,1,328.95
3747549,2020-03-01,11,8,280
3515939,2020-03-01,11,1,284
3968269,2020-03-01,11,1,32.8
3880359,2020-03-01,19,6,298.85
3471779,2020-03-01,19,4,188
3441679,2020-03-01,19,2,10
3278169,2020-03-01,19,17,2413.55
3265779,2020-03-01,19,5,468.65
3918749,2020-03-01,19,3,605
3948409,2020-03-01,19,2,200
3741159,2020-03-01,19,2,271.9
3902359,2020-03-01,19,2,355.2
3798849,2020-03-01,19,4,2945.16
3617689,2020-03-01,19,18,10293.9
3690939,2020-03-01,19,1,499
3584829,2020-03-01,19,5,200
3866459,2020-03-01,19,1,12.5
3732959,2020-03-01,19,2,99.9
3874659,2020-03-01,19,8,860
3902829,2020-03-01,19,5,1000
3612459,2020-03-01,3,22,99.5
3800559,2020-03-01,3,51,878.85
3652369,2020-03-01,3,187,9449.64
3922029,2020-03-01,3,80,10639.11
3853899,2020-03-01,3,6,2851.5
686412,2020-03-01,3,3,982.52
2331916,2020-03-01,3,3,1078.11
358110,2020-03-01,3,16,1242.88
2446756,2020-03-01,3,8,522.03
2071456,2020-03-01,3,11,110
3057009,2020-03-01,3,8,132.8
3051239,2020-03-01,3,5,598.18
4006329,2020-03-01,3,2,10.26
3453609,2020-03-01,3,13,995
4061909,2020-03-01,3,5,282.5
3783189,2020-03-01,3,5,1020
3944799,2020-03-01,3,16,200
3851499,2020-03-01,3,16,491
3631779,2020-03-01,3,14,385
3718809,2020-03-01,3,3,209.7
3949859,2020-03-01,3,4,200
3987669,2020-03-01,3,21,615
3795489,2020-03-01,3,2,0.2
3801629,2020-03-01,3,2,61.9
3401299,2020-03-01,3,3,571.7
3744119,2020-03-01,3,13,410.85
4077589,2020-03-01,3,3,9.45
3892869,2020-03-01,3,8,6380
3827699,2020-03-01,3,4,107.72
3890389,2020-03-01,3,3,15.77
3701299,2020-03-01,3,6,148.45
3633679,2020-03-01,3,2,52.91
4031769,2020-03-01,3,19,2538.88
3776159,2020-03-01,3,4,55
3764859,2020-03-01,3,7,367.5
3787529,2020-03-01,3,3,1845
3792279,2020-03-01,3,4,38.6
3826709,2020-03-01,3,8,880
3597059,2020-03-01,3,4,406
3818939,2020-03-01,3,16,1020
3847939,2020-03-01,3,10,125
4107869,2020-03-01,3,2,510.8
3897929,2020-03-01,3,3,75
3949809,2020-03-01,3,15,638.35
3955519,2020-03-01,3,7,162.5
3845229,2020-03-01,3,5,115
3644799,2020-03-01,3,13,2013.4
3590639,2020-03-01,3,3,76.85
3976759,2020-03-01,3,2,23.5
